"","Transect","video_annotation_label_id","label_id","label_name","Substrate_type","label_hierarchy","label_1","label_2","label_3","label_4","label_5","label_6","user_id","firstname","lastname","video_id","video_filename","shape_id","shape_name","points","frames","annotation_id","frame in secons","frame.secs","video_name","Time","Temperature","Depth","Video tags","BTLVL","Mode","Res","FPS","Overlay","DCCWB","EIS","Autorec","Wifi","Sdcard","Firmware","timeLOCAL","video","GPSLongitude","GPSLatitude","timegpsUTC","distance_km","distance_m","duration_minutes","duration_hours","speed_kph","truncated_time","count"
"747","T3",136093,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[691.58,111.3]]","[253.221825]",101530,253.221825,253,"MOV_0001_GB","2020:03:04 09:54:47",16.3,6.1,0,69,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:54:47,"MOV_0001_GB",-65.8075989503413,-45.0192762818187,"2020/03/04 12:54:15+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:54:47,3
"749","T3",136134,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1164.7,541.8]]","[283.030897]",101571,283.030897,283,"MOV_0001_GB","2020:03:04 09:55:17",16.3,6.2,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:17,"MOV_0001_GB",-65.807828027755,-45.0194157566875,"2020/03/04 12:54:45+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:55:17,2
"751","T3",136140,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1630.39,574.31]]","[292.477675]",101577,292.477675,292,"MOV_0001_GB","2020:03:04 09:55:26",16.3,6.2,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:26,"MOV_0001_GB",-65.8078916464001,-45.0194669701159,"2020/03/04 12:54:55+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:55:26,2
"753","T3",136156,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1212.8,892.5]]","[324.408461]",101593,324.408461,324,"MOV_0001_GB","2020:03:04 09:55:58",16.4,6.4,0,68,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:55:58,"MOV_0001_GB",-65.8080954942852,-45.0196143239737,"2020/03/04 12:55:25+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:55:58,1
"754","T3",136159,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[208.07,695.01]]","[340.814674]",101596,340.814674,341,"MOV_0001_GB","2020:03:04 09:56:15",16.4,6.4,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:15,"MOV_0001_GB",-65.8082333765924,-45.019707614556,"2020/03/04 12:55:45+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:56:15,1
"755","T3",136167,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1369.44,514.73]]","[358.47509]",101604,358.47509,358,"MOV_0001_GB","2020:03:04 09:56:32",16.3,6.2,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:56:32,"MOV_0001_GB",-65.808338066563,-45.0197753403336,"2020/03/04 12:56:00+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:56:32,3
"756","T3",136185,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[143.88,330.58]]","[406.317348]",101622,406.317348,406,"MOV_0001_GB","2020:03:04 09:57:20",16.3,6.3,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:57:20,"MOV_0001_GB",-65.808713324368,-45.0200008135289,"2020/03/04 12:56:50+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:57:20,1
"757","T3",136187,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[541.81,359.82]]","[422.578731]",101624,422.578731,423,"MOV_0001_GB","2020:03:04 09:57:37",16.3,6.3,0,67,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:57:37,"MOV_0001_GB",-65.808813655749,-45.0200730655342,"2020/03/04 12:57:05+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:57:37,1
"758","T3",136194,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[73.39,540.22]]","[465.510131]",101631,465.510131,466,"MOV_0001_GB","2020:03:04 09:58:20",16.3,6.1,0,66,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:58:20,"MOV_0001_GB",-65.8091437350959,-45.020297197625,"2020/03/04 12:57:50+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:58:20,1
"759","T3",136197,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[888.59,618.55]]","[480.038244]",101634,480.038244,480,"MOV_0001_GB","2020:03:04 09:58:34",16.3,6.1,0,66,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:58:34,"MOV_0001_GB",-65.8092169929296,-45.0203500874341,"2020/03/04 12:58:00+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:58:34,1
"760","T3",136198,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[203.86,502.49]]","[495.170941]",101635,495.170941,495,"MOV_0001_GB","2020:03:04 09:58:49",16.3,6,0,66,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:58:49,"MOV_0001_GB",-65.8093127980828,-45.0204347446561,"2020/03/04 12:58:15+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:58:49,1
"761","T3",136199,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1693.49,548.31]]","[535.464085]",101636,535.464085,535,"MOV_0001_GB","2020:03:04 09:59:29",16.2,6.2,0,66,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:59:29,"MOV_0001_GB",-65.80955369398,-45.0206691864878,"2020/03/04 12:58:55+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:59:29,1
"762","T3",136200,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[805.89,352.56]]","[552.107325]",101637,552.107325,552,"MOV_0001_GB","2020:03:04 09:59:46",16.2,6.1,0,66,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:59:46,"MOV_0001_GB",-65.8096873853356,-45.0207698531449,"2020/03/04 12:59:15+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:59:46,1
"763","T3",136204,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[501.64,690.26]]","[564.234449]",101641,564.234449,564,"MOV_0001_GB","2020:03:04 09:59:58",16.2,6.1,0,66,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 09:59:58,"MOV_0001_GB",-65.8097717072815,-45.0208211503923,"2020/03/04 12:59:25+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 09:59:58,1
"764","T3",136207,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[522.68,808.59]]","[576.395684]",101644,576.395684,576,"MOV_0001_GB","2020:03:04 10:00:10",16.1,6.1,0,65,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:00:10,"MOV_0001_GB",-65.8098987769336,-45.0208939053118,"2020/03/04 12:59:40+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:00:10,1
"765","T3",136208,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1371.44,282.99]]","[583.388474]",101645,583.388474,583,"MOV_0001_GB","2020:03:04 10:00:17",16.1,6.1,0,65,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:00:17,"MOV_0001_GB",-65.8099411055446,-45.0209179613739,"2020/03/04 12:59:45+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:00:17,1
"766","T3",136211,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",1874,"www.biigle.proyectosub.org/0001_GB.MP4",1,"Point","[[1906.13,294.91]]","[594.094588]",101648,594.094588,594,"MOV_0001_GB","2020:03:04 10:00:28",16.1,5.9,0,65,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:00:28,"MOV_0001_GB",-65.8100116811693,-45.0209718570113,"2020/03/04 12:59:55+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:00:28,2
"818","T3",170297,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[408.6,598.18]]","[6.272167]",134223,6.272167,6,"MOV_0002_GB","2020:03:04 10:00:41",16.1,6.1,0,65,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:00:41,"MOV_0002_GB",-65.8101234957576,-45.0210407562554,"2020/03/04 13:00:10+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:00:41,1
"819","T3",170298,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1046.29,726.24]]","[7.826229]",134224,7.826229,8,"MOV_0002_GB","2020:03:04 10:00:43",16.1,5.9,0,65,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:00:43,"MOV_0002_GB",-65.8101234957576,-45.0210407562554,"2020/03/04 13:00:10+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:00:43,1
"820","T3",170299,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1176.08,669.65]]","[9.370713]",134225,9.370713,9,"MOV_0002_GB","2020:03:04 10:00:44",16.1,5.8,0,65,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:00:44,"MOV_0002_GB",-65.8101234957576,-45.0210407562554,"2020/03/04 13:00:10+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:00:44,1
"824","T3",170306,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[308.41,849.81]]","[34.318375]",134232,34.318375,34,"MOV_0002_GB","2020:03:04 10:01:09",16.1,6.1,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:09,"MOV_0002_GB",-65.8102951571345,-45.021161371842,"2020/03/04 13:00:35+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:09,1
"825","T3",170307,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1625.46,504.33]]","[35.54953]",134233,35.54953,36,"MOV_0002_GB","2020:03:04 10:01:11",16.1,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:11,"MOV_0002_GB",-65.8103287685663,-45.0211866013706,"2020/03/04 13:00:40+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:11,2
"826","T3",170309,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[510.79,432.04]]","[38.956957]",134235,38.956957,39,"MOV_0002_GB","2020:03:04 10:01:14",16.1,6.1,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:14,"MOV_0002_GB",-65.8103287685663,-45.0211866013706,"2020/03/04 13:00:40+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:14,1
"829","T3",170313,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[819.86,509.18]]","[41.021819]",134239,41.021819,41,"MOV_0002_GB","2020:03:04 10:01:16",16.1,6.1,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:16,"MOV_0002_GB",-65.8103637211025,-45.0212110765278,"2020/03/04 13:00:45+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:16,1
"830","T3",170314,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1435.71,561.05]]","[42.631827]",134240,42.631827,43,"MOV_0002_GB","2020:03:04 10:01:18",16.2,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:18,"MOV_0002_GB",-65.8103637211025,-45.0212110765278,"2020/03/04 13:00:45+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:18,1
"831","T3",170315,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[409.63,902.23]]","[45.537481]",134241,45.537481,46,"MOV_0002_GB","2020:03:04 10:01:21",16.1,6.1,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:21,"MOV_0002_GB",-65.8103946503252,-45.021237982437,"2020/03/04 13:00:50+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:21,2
"833","T3",170318,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[836.67,494.09]]","[48.648563]",134244,48.648563,49,"MOV_0002_GB","2020:03:04 10:01:24",16.1,5.9,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:24,"MOV_0002_GB",-65.8103946503252,-45.021237982437,"2020/03/04 13:00:50+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:24,1
"834","T3",170319,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[686.18,383.75]]","[50.230197]",134245,50.230197,50,"MOV_0002_GB","2020:03:04 10:01:25",16.1,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:25,"MOV_0002_GB",-65.8104277588427,-45.0212631281465,"2020/03/04 13:00:55+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:25,1
"835","T3",170320,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[223.71,541.96]]","[52.182939]",134246,52.182939,52,"MOV_0002_GB","2020:03:04 10:01:27",16.1,6.1,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:27,"MOV_0002_GB",-65.8104277588427,-45.0212631281465,"2020/03/04 13:00:55+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:27,1
"837","T3",170322,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[807.79,306.52]]","[56.596792]",134248,56.596792,57,"MOV_0002_GB","2020:03:04 10:01:32",16.1,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:32,"MOV_0002_GB",-65.8104626275599,-45.0212870165706,"2020/03/04 13:01:00+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:32,2
"838","T3",170325,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1591.11,759.49]]","[60.914833]",134251,60.914833,61,"MOV_0002_GB","2020:03:04 10:01:36",16.1,6.1,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:36,"MOV_0002_GB",-65.810497328639,-45.0213101506233,"2020/03/04 13:01:05+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:36,2
"839","T3",170327,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1110.23,546.56]]","[63.251451]",134253,63.251451,63,"MOV_0002_GB","2020:03:04 10:01:38",16.1,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:38,"MOV_0002_GB",-65.810497328639,-45.0213101506233,"2020/03/04 13:01:05+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:38,1
"840","T3",170328,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[331.64,441.02]]","[69.890234]",134254,69.890234,70,"MOV_0002_GB","2020:03:04 10:01:45",16.2,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:45,"MOV_0002_GB",-65.8105618692935,-45.0213605258614,"2020/03/04 13:01:15+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:45,1
"842","T3",170330,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1100.48,524.93]]","[72.465225]",134256,72.465225,72,"MOV_0002_GB","2020:03:04 10:01:47",16.2,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:47,"MOV_0002_GB",-65.8105618692935,-45.0213605258614,"2020/03/04 13:01:15+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:47,1
"844","T3",170332,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1199.28,562.59]]","[75.088013]",134258,75.088013,75,"MOV_0002_GB","2020:03:04 10:01:50",16.2,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:50,"MOV_0002_GB",-65.8105966541916,-45.0213843304664,"2020/03/04 13:01:20+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:50,2
"845","T3",170333,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1523.55,467.01]]","[76.142766]",134259,76.142766,76,"MOV_0002_GB","2020:03:04 10:01:51",16.2,6,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:51,"MOV_0002_GB",-65.8105966541916,-45.0213843304664,"2020/03/04 13:01:20+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:51,2
"846","T3",170334,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1009.47,529.38]]","[78.910183]",134260,78.910183,79,"MOV_0002_GB","2020:03:04 10:01:54",16.2,5.9,0,64,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:54,"MOV_0002_GB",-65.8105966541916,-45.0213843304664,"2020/03/04 13:01:20+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:54,2
"848","T3",170347,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[1748.1,383.47]]","[81.534024]",134273,81.534024,82,"MOV_0002_GB","2020:03:04 10:01:57",16.2,5.9,0,63,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:57,"MOV_0002_GB",-65.8106326963753,-45.021407213062,"2020/03/04 13:01:25+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:57,2
"849","T3",170349,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[165.37,177.92]]","[83.408035]",134275,83.408035,83,"MOV_0002_GB","2020:03:04 10:01:58",16.2,5.9,0,63,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:58,"MOV_0002_GB",-65.8106326963753,-45.021407213062,"2020/03/04 13:01:25+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:58,1
"850","T3",170351,149486,"Gracilaria",NA,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria","Biota","Macroalgae","Erect fine branching","Red","Gracilaria",NA,508,"Gonzalo","Bravo",2383,"www.biigle.proyectosub.org/0002_GB.MP4",1,"Point","[[868.49,450.29]]","[83.790102]",134277,83.790102,84,"MOV_0002_GB","2020:03:04 10:01:59",16.2,5.9,0,63,"Video","1080P","100","On","Green","On","Off","Off",16,"1.5.2",2020-03-04 10:01:59,"MOV_0002_GB",-65.8106326963753,-45.021407213062,"2020/03/04 13:01:25+00",0.894394429109775,894.394429109775,19.4333333333333,0.323888888888889,2.76142362332349,2020-03-04 10:01:59,1
