video_annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,video_id,video_name,shape_id,shape_name,points,frames,video_annotation_id
136078,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[959.36,502.32]]",[220.88734],101515
136079,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1538.72,357.52]]",[221.183665],101516
136080,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1357.47,209.54]]",[221.424819],101517
136081,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1023.03,151.75]]",[221.889931],101518
136082,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1348.1,343.26]]",[222.318504],101519
136083,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[360.91,290.13]]",[222.318504],101520
136084,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[679.16,91.11]]",[222.318504],101521
136085,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1489.14,307.52]]",[222.725239],101522
136086,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[752.29,636.99]]",[223.899882],101523
136087,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1387.09,650.65]]",[223.899882],101524
136088,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[697.47,286.81]]",[223.899882],101525
136089,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[161.61,890.04]]",[228.853069],101526
136090,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1381.61,265.78]]",[228.853069],101527
136091,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[159.04,595.8]]",[237.721855],101528
136092,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[591.94,460.27]]",[253.221825],101529
136093,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[691.58,111.3]]",[253.221825],101530
136095,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[264.19,146.61]]",[253.425626],101532
136096,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[122.87,260.83]]",[253.425626],101533
136097,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[763.36,243.39]]",[253.425626],101534
136098,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1605.94,369.16]]",[253.589748],101535
136099,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[490.31,273.65]]",[254.052311],101536
136100,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[453.22,378.33]]",[254.555536],101537
136101,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1471.38,232.91]]",[254.555536],101538
136102,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1636.8,234.07]]",[254.555536],101539
136103,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[515.03,552.15]]",[256.704207],101540
136104,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[1454.21,443.48]]",[256.704207],101541
136105,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[267.26,182.9]]",[257.552507],101542
136106,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[646.98,348.34]]",[258.191275],101543
136107,149486,Gracilaria,"Biota > Macroalgae > Erect fine branching > Red > Gracilaria",508,Gonzalo,Bravo,1874,0001_GB,1,Point,"[[944.89,500.57]]",[259.214374],101544
